<<<<<<< HEAD
word,score,type
mideyi_rahatsız_etmiyor,4.8,positive
mide_yanmasi_yapti,-4.8,negative
mideyi_rahatsiz_etmiyor,4.8,positive
sindirimi_zor,-4.0,negative
sindirimi_kolay,4.0,positive
ağırlık_çöktü,-3.8,negative
enerji_verdi,3.8,positive
agirlik_coktu,-3.8,negative
enerji_verdi,3.8,positive
kokusu_ağır,-4.2,negative
kokusu_iştah_açıcı,4.2,positive
kokusu_agir,-4.2,negative
kokusu_istah_acici,4.2,positive
manzara_kapanmış,-3.5,negative
manzara_açık,3.5,positive
manzara_kapanmis,-3.5,negative
manzara_acik,3.5,positive
şemsiye_kırık,-3.8,negative
şemsiye_sağlam,3.8,positive
semsiye_kirik,-3.8,negative
semsiye_saglam,3.8,positive
ısıtıcı_çalışmıyor,-4.2,negative
ısıtıcı_sımsıcak,4.2,positive
isitici_calismiyor,-4.2,negative
isitici_simsicak,4.2,positive
battaniye_kirli,-4.6,negative
battaniye_temiz,4.6,positive
sokak_hayvanları_rahatsız_ediyor,-3.5,negative
sokak_hayvanları_dostu,3.5,positive
kopekler_rahatsiz_ediyor,-3.5,negative
kedi_kopek_dostu,3.5,positive
otopark_yok,-3.8,negative
otopark_geniş,3.8,positive
otopark_sikintisi,-3.8,negative
otopark_genis,3.8,positive
vale_ücreti_fahiş,-4.0,negative
vale_ücretsiz,4.0,positive
vale_ucreti_fahis,-4.0,negative
vale_ucretsiz,4.0,positive
tuvalet_kağıdı_yok,-4.5,negative
tuvalet_kağıdı_tam,4.5,positive
tuvalet_kagidi_yok,-4.5,negative
tuvalet_kagidi_tam,4.5,positive
sabun_yok,-4.6,negative
sıvı_sabun_dolu,4.6,positive
sivi_sabun_yok,-4.6,negative
sivi_sabun_dolu,4.6,positive
çöp_taşıyor,-4.8,negative
çöpler_boş,4.8,positive
cop_tasiyor,-4.8,negative
copler_bos,4.8,positive
yerler_ıslak,-4.0,negative
yerler_kuru,4.0,positive
yerler_islak,-4.0,negative
yerler_kuru,4.0,positive
masa_sallanıyor,-3.8,negative
masa_sabit,3.8,positive
masa_sallaniyor,-3.8,negative
masa_sabit,3.8,positive
sandalye_kırık,-4.2,negative
sandalye_rahat,4.2,positive
sandalye_kirik,-4.2,negative
sandalye_rahat,4.2,positive
koltuklar_yırtık,-4.0,negative
koltuklar_yeni,4.0,positive
koltuklar_yirtik,-4.0,negative
koltuklar_yeni,4.0,positive
aydınlatma_göz_alıyor,-3.5,negative
aydınlatma_loş_ve_güzel,3.5,positive
aydinlatma_goz_aliyor,-3.5,negative
aydinlatma_los_ve_guzel,3.5,positive
müzik_kulak_tırmalıyor,-4.2,negative
müzik_dinlendirici,4.2,positive
muzik_kulak_tirmaliyor,-4.2,negative
muzik_dinlendirici,4.2,positive
akustik_kötü,-3.8,negative
akustik_iyi,3.8,positive
gurultu_patirti,-4.0,negative
sakin_dingin,4.0,positive
gürültü_patırtı,-4.0,negative
sakin_dingin_ortam,4.0,positive
mama_sandalyesi_kirli,-4.6,negative
mama_sandalyesi_temiz,4.6,positive
garson_ter_kokuyor,-4.8,negative
garson_prezantabl,4.8,positive
onluk_kirli,-4.5,negative
onluk_temiz,4.5,positive
önlük_kirli,-4.5,negative
önlük_temiz,4.5,positive
şef_ilgisiz,-4.0,negative
şef_masaları_geziyor,4.0,positive
sef_ilgisiz,-4.0,negative
sef_masalari_geziyor,4.0,positive
patron_kaba,-4.5,negative
patron_misafirperver,4.5,positive
mekan_sahibi_ukala,-4.5,negative
mekan_sahibi_ilgili,4.5,positive
esnaflık_sıfır,-4.8,negative
ahilik_geleneği,4.8,positive
esnaflik_sifir,-4.8,negative
gercek_esnaf,4.8,positive
komi_yetersiz,-3.8,negative
komi_hızlı,3.8,positive
komi_yetersiz,-3.8,negative
komi_hizli,3.8,positive
bulaşıklar_birikmiş,-4.5,negative
masalar_hızlı_toplanıyor,4.5,positive
bulasiklar_birikmis,-4.5,negative
masalar_hizli_toplaniyor,4.5,positive
kül_tablası_dolu,-4.2,negative
kül_tablası_temiz,4.2,positive
kul_tablasi_dolu,-4.2,negative
kul_tablasi_temiz,4.2,positive
peçetelik_boş,-3.5,negative
peçetelik_dolu,3.5,positive
pecetelik_bos,-3.5,negative
pecetelik_dolu,3.5,positive
kürdan_yok,-3.0,negative
kürdan_var,3.0,positive
hesap_istiyoruz_gelmiyor,-4.2,negative
hesap_anında_geldi,4.2,positive
hesap_istiyoruz_gelmiyor,-4.2,negative
hesap_aninda_geldi,4.2,positive
kredi_kartı_geçmiyor,-4.0,negative
tüm_kartlar_geçerli,4.0,positive
sodexo_yok,-3.5,negative
yemek_kartları_geçerli,3.5,positive
yemek_karti_gecmiyor,-3.5,negative
yemek_kartlari_gecerli,3.5,positive
fiş_verilmedi,-4.0,negative
fiş_kesildi,4.0,positive
fis_verilmedi,-4.0,negative
fis_kesildi,4.0,positive
kdv_dahil_değil_miş,-4.2,negative
fiyatlar_şeffaf,4.2,positive
kdv_haric_oyunu,-4.2,negative
fiyatlar_seffaf,4.2,positive
sürpriz_hesap,-4.5,negative
menüdeki_fiyat,4.5,positive
surpriz_hesap,-4.5,negative
menudeki_fiyat,4.5,positive
indirim_uygulanmadı,-4.2,negative
indirim_yapıldı,4.2,positive
kampanya_yalan,-4.5,negative
kampanya_geçerli,4.5,positive
porsiyon_ufalmış,-4.2,negative
porsiyon_büyümüş,4.2,positive
porsiyon_ufalmis,-4.2,negative
porsiyon_buyumus,4.2,positive
eski_tadı_yok,-4.5,negative
yılların_lezzeti_aynı,4.5,positive
eski_tadi_yok,-4.5,negative
yillarin_lezzeti_ayni,4.5,positive
kaliteyi_bozmuşlar,-4.6,negative
kalite_tesadüf_değildir,4.6,positive
kaliteyi_bozmuslar,-4.6,negative
kalite_tesaduf_degil,4.6,positive
el_değiştirmiş_kötü_olmuş,-4.5,negative
el_değiştirmiş_harika_olmuş,4.5,positive
el_degistirmis_kotu_olmus,-4.5,negative
el_degistirmis_harika_olmus,4.5,positive
franchise_faciası,-4.4,negative
kurumsal_hizmet,4.4,positive
tabelaya_aldanmayın,-4.5,negative
isminin_hakkını_veriyor,4.5,positive
sosyal_medya_balonu,-4.6,negative
sosyal_medyadan_daha_iyi,4.6,positive
abartılmış_mekan,-4.5,negative
gizli_kalmış_hazine,4.5,positive
paranızla_rezil_olursunuz,-4.8,negative
paranızın_tam_karşılığı,4.8,positive
çok,1.5,multiplier_up
cok,1.5,multiplier_up
aşırı,1.5,multiplier_up
asiri,1.5,multiplier_up
inanılmaz,1.5,multiplier_up
inanilmaz,1.5,multiplier_up
bayağı,1.5,multiplier_up
bayagi,1.5,multiplier_up
fazlasıyla,1.5,multiplier_up
fazlasiyla,1.5,multiplier_up
epey,1.5,multiplier_up
son_derece,1.5,multiplier_up
mükemmel_derecede,1.5,multiplier_up
mukemmel_derecede,1.5,multiplier_up
biraz,0.5,multiplier_down
hafif,0.5,multiplier_down
az,0.5,multiplier_down
kısmen,0.5,multiplier_down
kismen,0.5,multiplier_down
neredeyse,0.5,multiplier_down
azıcık,0.5,multiplier_down
azicik,0.5,multiplier_down
ufaktan,0.5,multiplier_down
değil,-1.0,inverter
degil,-1.0,inverter
yok,-1.0,inverter
-me,-1.0,inverter
-ma,-1.0,inverter
-sız,-1.0,inverter
-siz,-1.0,inverter
-suz,-1.0,inverter
-süz,-1.0,inverter
hiç,-1.0,inverter
hic,-1.0,inverter
asla,-1.0,inverter
katıyen,-1.0,inverter
katiyen,-1.0,inverter
kesinlikle_değil,-1.0,inverter
=======
word,score,type
lezzetli,4.0,positive
lezzetsiz,-4.0,negative
lezetli,4.0,positive
lezetsiz,-4.0,negative
taze,4.0,positive
bayat,-4.0,negative
sıcak,3.0,positive
soğuk,-3.0,negative
sicak,3.0,positive
soguk,-3.0,negative
iyi,4.0,positive
kötü,-4.0,negative
guzel,4.0,positive
cirkin,-4.0,negative
güzel,4.0,positive
çirkin,-4.0,negative
kusursuz,5.0,positive
rezalet,-5.0,negative
tuzu_yerinde,3.5,positive
tatsız,-3.5,negative
lezzet_patlaması,4.8,positive
lezzet_faciası,-4.8,negative
lezzet_patlamasi,4.8,positive
lezzet_faciasi,-4.8,negative
iyi_pişmiş,3.8,positive
çiğ,-3.8,negative
iyi_pismis,3.8,positive
cig,-3.8,negative
tam_kıvamında,4.0,positive
yanık,-4.0,negative
kivaminda,4.0,positive
yanik,-4.0,negative
sulu,2.5,positive
kuru,-2.5,negative
doyurucu,4.0,positive
aç_kaldık,-4.0,negative
ac_kaldik,-4.0,negative
porsiyon_büyük,3.2,positive
porsiyon_küçük,-3.2,negative
porsiyon_buyuk,3.2,positive
porsiyon_kucuk,-3.2,negative
hızlı,4.0,positive
yavaş,-4.0,negative
hizli,4.0,positive
yavas,-4.0,negative
kibar,4.2,positive
kaba,-4.2,negative
ilgili,4.0,positive
ilgisiz,-4.0,negative
güler_yüzlü,4.5,positive
asık_suratlı,-4.5,negative
guler_yuzlu,4.5,positive
asik_suratli,-4.5,negative
saygılı,4.3,positive
saygısız,-4.3,negative
saygili,4.3,positive
saygisiz,-4.3,negative
yardımcı,3.5,positive
köstek,-3.5,negative
profesyonel,4.0,positive
amatör,-4.0,negative
zamanında,3.5,positive
gecikti,-3.5,negative
sipariş_doğru,4.5,positive
sipariş_yanlış,-4.5,negative
siparis_dogru,4.5,positive
siparis_yanlis,-4.5,negative
ikram_var,3.0,positive
ikram_yok,-3.0,negative
servis_iyi,4.0,positive
servis_kötü,-4.0,negative
temiz,4.5,positive
pis,-4.5,negative
hijyenik,4.8,positive
hijyenik_değil,-4.8,negative
pırıl_pırıl,4.5,positive
kirli,-4.5,negative
lekesiz,3.8,positive
lekeli,-3.8,negative
mis_gibi,4.2,positive
kokuyor,-4.2,negative
ferah,4.0,positive
basık,-4.0,negative
aydinlik,4.0,positive
basik,-4.0,negative
düzenli,3.5,positive
dağınık,-3.5,negative
duzenli,3.5,positive
daginik,-3.5,negative
tuvaletler_temiz,4.0,positive
tuvaletler_pis,-4.0,negative
masa_temiz,3.5,positive
masa_kirli,-3.5,negative
sağlıklı,4.0,positive
sağlıksız,-4.0,negative
makul,3.0,positive
pahalı,-3.0,negative
uygun,3.5,positive
kazık,-3.5,negative
fiyat_performans,4.5,positive
fiyatı_şişirilmiş,-4.5,negative
fiyat_performans_ürünü,4.5,positive
soygun_yeri,-4.5,negative
ekonomik,3.8,positive
cep_yakıyor,-3.8,negative
hesaplı,3.6,positive
soygun,-3.6,negative
değer,4.0,positive
değmez,-4.0,negative
deger,4.0,positive
degmez,-4.0,negative
porsiyona_göre_uygun,3.2,positive
porsiyona_göre_pahalı,-3.2,negative
manzara_güzel,4.0,positive
manzara_kötü,-4.0,negative
sakin,3.5,positive
gürültülü,-3.5,negative
sessiz,3.5,positive
gurultulu,-3.5,negative
rahat,4.0,positive
rahatsız,-4.0,negative
huzurlu,4.2,positive
kasvetli,-4.2,negative
müzik_güzel,3.5,positive
müzik_kötü,-3.5,negative
şık,4.0,positive
rüküş,-4.0,negative
otantik,3.8,positive
sıradan,-3.8,negative
tenha,2.5,positive
kalabalık,-2.5,negative
havadar,4.2,positive
boğucu,-4.2,negative
ambiyans_şahane,4.5,positive
ambiyans_yok,-4.5,negative
ambiyans_sahane,4.5,positive
ambiyans_vasat,-4.5,negative
lezzet_şöleni,5.0,positive
lezzet_katliamı,-5.0,negative
leziz,4.5,positive
berbat_ötesi,-4.5,negative
harika,4.6,positive
rezil,-4.6,negative
enfes,4.9,positive
iğrenç,-4.9,negative
muazzam,4.9,positive
igrenc,-4.9,negative
bayildim,5.0,positive
nefret_ettim,-5.0,negative
bayıldım,5.0,positive
iğrendim,-5.0,negative
şifa_gibi,5.0,positive
midemi_bozdu,-5.0,negative
sifa_gibi,5.0,positive
midemi_mahvetti,-5.0,negative
sağlığıma_kavuştum,5.0,positive
zehirlendim,-5.0,negative
ateş_gibi,3.5,positive
buz_gibi,-3.5,negative
dumanı_üstünde,3.8,positive
soğumuş,-3.8,negative
dumani_ustunde,3.8,positive
sogumus,-3.8,negative
hemen_geldi,3.0,positive
bekledik,-3.0,negative
el_üstünde_tuttular,4.2,positive
ilgisizler,-4.2,negative
krallar_gibi_ağırlandık,4.5,positive
fırça_yedik,-4.5,negative
muhteşem,4.5,positive
vasat,-4.5,negative
mukemmel,4.8,positive
vasat_alti,-4.8,negative
tavsiye_ederim,5.0,positive
asla_gitmeyin,-5.0,negative
kesinlikle_gidin,5.0,positive
kapısından_geçmeyin,-5.0,negative
güler_yüz,4.0,positive
ters_cevap,-4.0,negative
tertemiz_geldi,5.0,positive
kıl_çıktı,-5.0,negative
pırıl_pırıldı,5.0,positive
böcek_çıktı,-5.0,negative
pur_i_pak,5.0,positive
bocek,-5.0,negative
hakkini_verdi,4.5,positive
kaziklandik,-4.5,negative
hakkını_verdi,4.5,positive
kazıklandık,-4.5,negative
ödediğime_değdi,4.8,positive
param_çöpe_gitti,-4.8,negative
odedigime_degdi,4.8,positive
param_cope_gitti,-4.8,negative
esnaf_gibi_esnaf,4.2,positive
fırsatçı,-4.2,negative
bonkör,4.2,positive
firsatci,-4.2,negative
paketleme_harika,4.3,positive
paketleme_rezalet,-4.3,negative
paketleme_ozanli,4.3,positive
paketleme_ozensiz,-4.3,negative
paketleme_özenli,4.3,positive
paketleme_özensiz,-4.3,negative
akmadan_gelmiş,4.5,positive
poşete_dökülmüş,-4.5,negative
dagilmadan_gelmis,4.5,positive
corba_dokulmus,-4.5,negative
çorba_dökülmüş,-4.5,negative
sımsıcak_geldi,4.8,positive
buz_gibi_geldi,-4.8,negative
simsicak_geldi,4.8,positive
donmus_geldi,-4.8,negative
kurye_hızlıydı,4.2,positive
kurye_yavaştı,-4.2,negative
kurye_hizliydi,4.2,positive
kurye_yavasti,-4.2,negative
kurye_kibar,4.0,positive
kurye_kaba,-4.0,negative
kurye_güler_yüzlü,4.1,positive
kurye_suratsız,-4.1,negative
kurye_guler_yuzlu,4.1,positive
kurye_suratsiz,-4.1,negative
kurye_adresi_buldu,3.5,positive
kurye_adresi_bulamadı,-3.5,negative
kurye_kayboldu,-3.5,negative
temassız_teslimat_başarılı,3.8,positive
zile_basma_dedim_bastı,-3.8,negative
notları_okumuşlar,4.5,positive
notlar_dikkate_alınmamış,-4.5,negative
notlari_okumus,4.5,positive
notlar_okunmamis,-4.5,negative
eksiksiz_geldi,4.6,positive
eksik_geldi,-4.6,negative
yanlış_ürün_geldi,-4.6,negative
yanlis_urun,-4.6,negative
hızlı_teslimat,4.0,positive
geç_teslimat,-4.0,negative
jet_gibi,4.5,positive
kaplumbağa_gibi,-4.5,negative
jet_gibi_geldi,4.5,positive
beklemekten_agac_oldum,-4.5,negative
beklemekten_ağaç_olduk,-4.5,negative
ikram_göndermişler,4.2,positive
peçete_bile_yok,-4.2,negative
pecete_yok,-4.2,negative
islak_mendil_koymuslar,3.5,positive
çatal_bıçak_yok,-3.5,negative
catal_bicak_unutulmus,-3.5,negative
kutu_ezilmemiş,3.8,positive
kutu_ezilmiş,-3.8,negative
pizza_sicacik,4.5,positive
pizza_sogumus_kayis_gibi,-4.5,negative
kayış_gibi,-4.5,negative
kayis_gibi,-4.5,negative
fine_dining_deneyimi,4.8,positive
hayal_kırıklığı_deneyimi,-4.8,negative
sunum_zarif,4.5,positive
sunum_basit,-4.5,negative
sunum_harika,4.5,positive
sunum_berbat,-4.5,negative
görsel_şölen,4.6,positive
tabak_dağınık,-4.6,negative
gorsel_solen,4.6,positive
tabak_daginik,-4.6,negative
şef_imzası,4.7,positive
fabrikasyon_ürün,-4.7,negative
sef_tabagi,4.7,positive
hazir_gida,-4.7,negative
karsılama_mükemmel,4.5,positive
kapıda_bekletildik,-4.5,negative
karsilama_mukemmel,4.5,positive
kapida_bekletildik,-4.5,negative
rezervasyon_sorunsuz,4.0,positive
rezervasyon_karışıklığı,-4.0,negative
rezervasyon_karisikligi,-4.0,negative
sommelier_başarılı,4.4,positive
şarap_seçimi_kötü,-4.4,negative
sarap_uyumu_harika,4.4,positive
sarap_sicak_geldi,-4.4,negative
tabaklar_sıcak,3.8,positive
tabaklar_soğuk,-3.8,negative
ortam_loş_ve_şık,4.2,positive
ortam_karanlık_ve_basık,-4.2,negative
ortam_los,4.2,positive
ortam_karanlik,-4.2,negative
masalar_geniş,3.5,positive
masalar_sıkışık,-3.5,negative
masalar_genis,3.5,positive
dip_dibe_oturuyorsunuz,-3.5,negative
vale_hizmeti_hızlı,4.0,positive
vale_arabayı_çizmiş,-4.0,negative
vale_kibar,4.0,positive
vale_kaba,-4.0,negative
vestiyer_hizmeti_iyi,3.5,positive
montlar_karıştı,-3.5,negative
müzik_sesi_ideal,4.0,positive
müzik_sesi_rahatsız_edici,-4.0,negative
muzik_sesi_ideal,4.0,positive
sohbet_edilmiyor,-4.0,negative
dekorasyon_büyüleyici,4.5,positive
dekorasyon_rüküş,-4.5,negative
dekorasyon_buyuleyici,4.5,positive
dekorasyon_demode,-4.5,negative
ıslak_mendil_kaliteli,3.2,positive
ıslak_mendil_ucuz,-3.2,negative
imza_kokteyl_başarılı,4.5,positive
kokteyller_su_gibi,-4.5,negative
imza_kokteyl,4.5,positive
barmen_acemi,-4.5,negative
özel_hissettirdi,4.8,positive
sıradan_hissettirdi,-4.8,negative
ozel_hissettirdi,4.8,positive
musteri_degil_musteri_numarasi_gibi,-4.8,negative
hesap_şeffaf,4.0,positive
hesaba_itiraz_ettik,-4.0,negative
kuver_makul,3.0,positive
kuver_saçmalığı,-3.0,negative
servis_bedeli_hak_edilmiş,3.5,positive
servis_bedeli_soygunu,-3.5,negative
salaş_ama_lezzetli,4.5,positive
salaş_ve_pis,-4.5,negative
salas_ama_lezzetli,4.5,positive
salas_ve_pis,-4.5,negative
bol_malzemeli,4.5,positive
malzemeden_çalmışlar,-4.5,negative
bol_malzeme,4.5,positive
malzemeden_calmis,-4.5,negative
içi_dolu_dolu,4.2,positive
içi_boş,-4.2,negative
ici_dolu_dolu,4.2,positive
ici_bos,-4.2,negative
bol_kepçe,4.4,positive
gramaj_düşük,-4.4,negative
bol_kepce,4.4,positive
gramajdan_calmislar,-4.4,negative
usta_döktürmüş,4.8,positive
usta_batırmış,-4.8,negative
usta_dokturmus,4.8,positive
usta_batirmis,-4.8,negative
ekmek_arası_efsane,4.5,positive
ekmek_bayat,-4.5,negative
tükürük_köftesi_şahane,4.5,positive
mide_fesadı_geçirdik,-4.5,negative
sokak_lezzeti_harika,4.6,positive
sokak_lezzeti_rezaleti,-4.6,negative
midyeler_taze,4.3,positive
midyeler_zehirledi,-4.3,negative
midye_taze,4.3,positive
midye_bayat,-4.3,negative
kokoreç_çıtır_çıtır,4.7,positive
kokoreç_kayış_gibi,-4.7,negative
kokorec_citir_citir,4.7,positive
kokorec_kayis_gibi,-4.7,negative
kokoreç_temizlenmiş,4.5,positive
kokoreç_kokuyordu,-4.5,negative
yağ_tertemiz,4.5,positive
yağ_yanık_kokuyor,-4.5,negative
yag_temiz,4.5,positive
yag_yanik,-4.5,negative
turşu_kütür_kütür,4.2,positive
turşu_erimiş,-4.2,negative
tursu_kutur_kutur,4.2,positive
tursu_pörsümüş,-4.2,negative
dürüm_dağılmıyor,4.0,positive
dürüm_paramparça_oldu,-4.0,negative
durum_dagilmiyor,4.0,positive
durum_yirtildi,-4.0,negative
lavaş_taze,3.8,positive
lavaş_kayış_gibi,-3.8,negative
lavas_taze,3.8,positive
lavas_bayat,-3.8,negative
soslar_ev_yapımı,4.3,positive
soslar_hazır,-4.3,negative
el_lezzeti_var,4.6,positive
el_lezzeti_yok,-4.6,negative
seYYar_lezzeti,4.2,positive
seyyar_mide_bulantisi,-4.2,negative
sokak_lezzetinde_tek,4.8,positive
sokak_lezzetine_hakaret,-4.8,negative
ayaküstü_atıştırmalık_süper,4.0,positive
ayaküstü_zehirlenme,-4.0,negative
çiğ_köfte_kıvamında,4.2,positive
çiğ_köfte_çamur_gibi,-4.2,negative
cig_kofte_harika,4.2,positive
cig_kofte_camur,-4.2,negative
nar_ekşisi_hakiki,4.5,positive
nar_ekşisi_glikoz,-4.5,negative
nar_eksisi_hakiki,4.5,positive
nar_eksili_sos_sahte,-4.5,negative
döner_yaprak_gibi,4.8,positive
döner_kıyma_dolusu,-4.8,negative
doner_yaprak,4.8,positive
doner_kiyma,-4.8,negative
odun_ateşinde_pişmiş,4.6,positive
tüp_kokuyor,-4.6,negative
odun_atesinde,4.6,positive
gaz_kokusu_var,-4.6,negative
kömür_ateşi,4.5,positive
mikrodalga_isitmasi,-4.5,negative
çayı_taze,3.5,positive
çayı_bayat,-3.5,negative
cayi_taze,3.5,positive
cayi_bayat,-3.5,negative
tavşan_kanı,4.0,positive
bulanık_çay,-4.0,negative
tavsan_kani,4.0,positive
acımış_çay,-4.0,negative
kahve_köpüklü,4.0,positive
kahve_köpüksüz,-4.0,negative
kahve_kopuklu,4.0,positive
kahve_kopuksuz,-4.0,negative
lokum_gibi_et,4.9,positive
kayış_gibi_et,-4.9,negative
lokum_gibi,4.9,positive
lastik_gibi,-4.9,negative
ağızda_dağılıyor,4.8,positive
çiğnenmiyor,-4.8,negative
agizda_dagiliyor,4.8,positive
cignenmiyor,-4.8,negative
pamuk_gibi,4.5,positive
sert_ve_sinirli,-4.5,negative
pamuk_gibi_et,4.5,positive
sinirli_et,-4.5,negative
tavuklar_iyi_pişmiş,4.2,positive
tavuktan_kan_geldi,-4.2,negative
balık_taptaze,4.8,positive
balık_kokuyordu,-4.8,negative
balik_taze,4.8,positive
balik_bayat,-4.8,negative
meze_çeşidi_bol,4.5,positive
meze_çeşidi_az,-4.5,negative
mezeler_harika,4.5,positive
mezeler_eksi,-4.5,negative
mezeler_taze,4.5,positive
mezeler_beklemiş,-4.5,negative
zeytinyağlılar_hafif,4.3,positive
zeytinyağlılar_ağır,-4.3,negative
zeytinyagli_harika,4.3,positive
zeytinyagli_yag_icinde,-4.3,negative
şerbeti_kıvamında,4.2,positive
şerbeti_şekerlenme_yapmış,-4.2,negative
serbeti_tam,4.2,positive
serbeti_sekerlenmis,-4.2,negative
tatlı_hafif,4.0,positive
tatlı_bayıyor,-4.0,negative
tatli_hafif,4.0,positive
tatli_bayiyor,-4.0,negative
çikolatası_kaliteli,4.5,positive
çikolatası_kokolin,-4.5,negative
cikolatasi_kaliteli,4.5,positive
cikolatasi_sahte,-4.5,negative
kıtır_kıtır,4.0,positive
yumuşamış,-4.0,negative
kitir_kitir,4.0,positive
yumusamis,-4.0,negative
tadı_damağımda_kaldı,5.0,positive
tadını_unutmak_istiyorum,-5.0,negative
tadi_damagimda_kaldi,5.0,positive
tadi_igrenc,-5.0,negative
yine_geleceğiz,4.8,positive
bir_daha_tövbe,-4.8,negative
kesinlikle_gelirim,4.8,positive
adimimi_atmam,-4.8,negative
müdavimi_olduk,5.0,positive
önünden_geçmem,-5.0,negative
mudavimi_olduk,5.0,positive
onunden_gecmem,-5.0,negative
favori_mekanım,5.0,positive
kara_liste,-5.0,negative
favori_mekanim,5.0,positive
kara_listeye_alindi,-5.0,negative
herkese_öneririm,4.8,positive
kimseye_önermem,-4.8,negative
herkese_oneririm,4.8,positive
kimseye_onermem,-4.8,negative
ailemle_gittim_memnun_kaldım,4.5,positive
ailemize_rezil_olduk,-4.5,negative
misafirlerimi_ağırladım,4.5,positive
misafirlerime_mahçup_oldum,-4.5,negative
misafirlerimi_agirladim,4.5,positive
misafirlerime_mahcup_oldum,-4.5,negative
hesap_şişik_değil,4.0,positive
hesaba_ekstra_yazmışlar,-4.0,negative
kazıklanmadık,4.0,positive
kazıklandık,-4.0,negative
helal_olsun,5.0,positive
haram_olsun,-5.0,negative
verdiğim_paraya_değdi,4.8,positive
verdiğim_paraya_yazık,-4.8,negative
verdigim_paraya_degdi,4.8,positive
verdigim_paraya_yazik,-4.8,negative
puanım_tam,5.0,positive
sıfır_yıldız_olsa_verirdim,-5.0,negative
puanim_tam,5.0,positive
sifir_yildiz,-5.0,negative
lapa,-4.0,negative
tane_tane,4.0,positive
pilav_lapa,-4.5,negative
pilav_tane_tane,4.5,positive
hamur_olmuş,-4.0,negative
çıtır_kalmış,4.0,positive
hamur_olmus,-4.0,negative
citir_kalmis,4.0,positive
yapış_yapış,-4.5,negative
tertemiz_silinmiş,4.5,positive
yapis_yapis,-4.5,negative
tertemiz_silinmis,4.5,positive
ukala,-4.5,negative
alçakgönüllü,4.5,positive
ukala_garson,-4.8,negative
ilgili_garson,4.8,positive
burnu_havada,-4.5,negative
alcakgonullu,4.5,positive
ruj_izi,-5.0,negative
lekesiz_bardak,5.0,positive
rujlu_bardak,-5.0,negative
piril_piril_bardak,5.0,positive
tahta_gibi,-4.5,negative
lokum_kıvamında,4.5,positive
tuz_gölü,-4.2,negative
tuzu_kararında,4.2,positive
tuz_golu,-4.2,negative
tuzu_kararinda,4.2,positive
şeker_koması,-4.0,negative
hafif_tatlı,4.0,positive
seker_komasi,-4.0,negative
hafif_tatli,4.0,positive
glikoz_şurubu,-4.8,negative
dogal_seker,4.8,positive
pörsümüş,-4.2,negative
kütür_kütür,4.2,positive
porsumuş,-4.2,negative
kutur_kutur,4.2,positive
yıkanmamış,-4.5,negative
özenle_yıkanmış,4.5,positive
yikanmamis,-4.5,negative
ozenle_yikanmis,4.5,positive
menü_eski,-3.5,negative
menü_güncel,3.5,positive
menu_eski,-3.5,negative
menu_guncel,3.5,positive
fiyatlar_fahiş,-4.5,negative
fiyatlar_makul,4.5,positive
fiyatlar_fahis,-4.5,negative
fiyatlar_uygun,4.5,positive
kuver_haksız,-3.8,negative
kuver_ücreti_yok,3.8,positive
kuver_haksiz,-3.8,negative
kuver_ucreti_yok,3.8,positive
bahşiş_zorunluluğu,-4.0,negative
bahşiş_isteğe_bağlı,4.0,positive
bahsis_zorunlulugu,-4.0,negative
bahsis_istege_bagli,4.0,positive
şalgam_ekşimiş,-4.0,negative
şalgam_kıvamında,4.0,positive
salgam_eksimis,-4.0,negative
salgam_kivaminda,4.0,positive
ayran_su_katılmış,-4.2,negative
ayran_koyu,4.2,positive
ayran_su_gibi,-4.2,negative
ayran_kopuklu,4.2,positive
patates_sönmüş,-3.8,negative
patates_diri,3.8,positive
patates_sonmus,-3.8,negative
patates_citir_citir,3.8,positive
sos_unutulmuş,-4.0,negative
soslar_bol,4.0,positive
sos_unutulmus,-4.0,negative
sos_cesidi_bol,4.0,positive
pos_bozuk,-3.5,negative
ödeme_kolay,3.5,positive
para_üstü_yok,-3.8,negative
para_üstü_tam,3.8,positive
para_ustu_yok,-3.8,negative
para_ustu_tam,3.8,positive
zili_çalmayın_dedim_çaldı,-4.2,negative
nota_dikkat_edilmiş,4.2,positive
zile_basma_yazdim_basti,-4.2,negative
nota_dikkat_edilmis,4.2,positive
kurye_maskesiz,-4.0,negative
kurye_hijyenik,4.0,positive
dükkan_kokuyor,-4.5,negative
dükkan_mis_gibi,4.5,positive
dukkan_kokuyor,-4.5,negative
dukkan_mis_gibi,4.5,positive
havalandırma_kötü,-4.2,negative
havalandırma_çok_iyi,4.2,positive
havalandirma_kotu,-4.2,negative
havalandirma_cok_iyi,4.2,positive
üstüm_yağ_koktu,-4.8,negative
kokusuz_ortam,4.8,positive
ustum_yag_koktu,-4.8,negative
dumansiz_ortam,4.8,positive
sinekli,-4.5,negative
sineksiz,4.5,positive
masalar_yapışık,-3.5,negative
masalar_aralıklı,3.5,positive
masalar_yapisik,-3.5,negative
masalar_aralikli,3.5,positive
tabak_çatlak,-4.2,negative
tabak_kusursuz,4.2,positive
tabak_catlak,-4.2,negative
tabak_yeni,4.2,positive
çatal_kirli,-4.8,negative
çatal_pırıl_pırıl,4.8,positive
catal_kirli,-4.8,negative
catal_piril_piril,4.8,positive
